trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
144,False,"{'a': 0.5, 'e': 0.16935087808430402}",30,24,8.344906476573309,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.16796560064498905}",20,0,-1.2086766200072856,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.16659725114535728}",25,12,26.037257312530894,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.16524555489457454}",20,15,9.629698724279226,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.16391024275107072}",25,7,-49.60655219503922,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
149,False,"{'a': 0.5, 'e': 0.16259105098855484}",20,0,24.3560511243332,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.1612877211657889}",25,0,5.2898267028312755,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.16000000000000125}",30,23,10.978561299252398,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.1587276392438228}",25,0,19.682044469559536,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.1574703955656349}",30,22,15.440721049554956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.15622803043322162}",20,9,7.324252007796334,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.1550003100006213}",20,8,24.40314416028759,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.15378700499807899}",20,0,5.73008766629373,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.1525878906250013}",20,11,-5.666334426332599,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.15140274644582186}",20,7,24.543438928037464,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
