trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
157,False,"{'a': 0.12755985793856162, 'e': 0.2064075371174136}",20,16,8.190615115616136,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.126284259359176, 'e': 0.2043434617462395}",20,12,15.155609434835176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.12502141676558423, 'e': 0.2023000271287771}",20,2,32.33793353647361,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.12377120259792838, 'e': 0.2002770268574893}",20,10,21.67486171840984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.12253349057194911, 'e': 0.19827425658891443}",30,12,9.712968785967822,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
162,False,"{'a': 0.12130815566622961, 'e': 0.19629151402302528}",20,0,6.535849602619644,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
163,False,"{'a': 0.12009507410956732, 'e': 0.19432859888279502}",20,6,-13.560500802502956,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
164,False,"{'a': 0.11889412336847165, 'e': 0.19238531289396707}",30,23,12.389308852669153,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.11770518213478694, 'e': 0.1904614597650274}",35,21,-0.7460756420768986,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.11652813031343906, 'e': 0.1885568451673771}",25,12,24.069961536235514,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.11536284901030468, 'e': 0.18667127671570335}",20,8,5.045259239819989,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.11420922052020162, 'e': 0.1848045639485463}",20,16,8.918351679689323,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.1130671283149996, 'e': 0.18295651830906084}",20,0,-9.54419628032245,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.11193645703184961, 'e': 0.18112695312597024}",30,15,-21.25661511734226,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.11081709246153111, 'e': 0.17931568359471053}",30,21,6.489378216200223,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.10970892153691579, 'e': 0.17752252675876343}",20,10,11.232358025560227,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
