trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
137,False,"{'a': 0.15753423211031914, 'e': 0.2549097606963093}",20,15,11.814604312681501,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.15595888978921593, 'e': 0.2523606630893462}",20,10,18.138459178412425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.15439930089132375, 'e': 0.2498370564584527}",20,12,14.198056203936781,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.15285530788241053, 'e': 0.24733868589386818}",20,0,-17.744363700617452,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
141,False,"{'a': 0.15132675480358643, 'e': 0.24486529903492948}",30,6,-42.59204435381347,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 2}",1
142,False,"{'a': 0.14981348725555055, 'e': 0.2424166460445802}",30,18,10.060984248557498,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.14831535238299506, 'e': 0.2399924795841344}",25,17,12.202381958157279,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.1468321988591651, 'e': 0.23759255478829303}",25,16,-25.756832957828312,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.14536387687057345, 'e': 0.23521662924041012}",20,12,16.36451962366963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.1439102381018677, 'e': 0.232864462948006}",20,7,24.8261316334687,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.14247113572084902, 'e': 0.23053581831852593}",25,15,19.41947717559212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.14104642436364054, 'e': 0.22823046013534068}",20,7,-12.15446386509777,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
149,False,"{'a': 0.13963596012000415, 'e': 0.22594815553398728}",20,10,20.448580646091013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.13823960051880407, 'e': 0.2236886739786474}",20,5,-54.547201185283015,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
151,False,"{'a': 0.13685720451361605, 'e': 0.22145178723886091}",20,11,15.28384813384869,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.1354886324684799, 'e': 0.2192372693664723}",25,0,-44.285719053454244,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
153,False,"{'a': 0.13413374614379509, 'e': 0.21704489667280757}",20,5,25.06698471923276,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.13279240868235712, 'e': 0.2148744477060795}",20,0,-10.005689088145594,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
155,False,"{'a': 0.13146448459553356, 'e': 0.2127257032290187}",20,0,-10.335481670888196,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
156,False,"{'a': 0.13014983974957822, 'e': 0.21059844619672852}",20,0,-20.741005135368457,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
157,False,"{'a': 0.12884834135208245, 'e': 0.20849246173476124}",20,5,-17.14996262728388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.12755985793856162, 'e': 0.2064075371174136}",20,11,2.3317106246211377,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.126284259359176, 'e': 0.2043434617462395}",20,12,-39.76926144105766,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
160,False,"{'a': 0.12502141676558423, 'e': 0.2023000271287771}",20,8,-2.134510949484537,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
161,False,"{'a': 0.12377120259792838, 'e': 0.2002770268574893}",25,13,2.701895973827211,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
162,False,"{'a': 0.12253349057194911, 'e': 0.19827425658891443}",25,19,9.762993264724457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.12130815566622961, 'e': 0.19629151402302528}",20,8,13.698132746694197,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.12009507410956732, 'e': 0.19432859888279502}",20,11,16.388737465367164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.11889412336847165, 'e': 0.19238531289396707}",25,14,7.37747065247581,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.11770518213478694, 'e': 0.1904614597650274}",20,14,13.636245537690359,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.11652813031343906, 'e': 0.1885568451673771}",20,0,29.414990289996766,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.11536284901030468, 'e': 0.18667127671570335}",30,12,30.50017946745755,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.11420922052020162, 'e': 0.1848045639485463}",25,19,-3.512682515343388,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.1130671283149996, 'e': 0.18295651830906084}",20,13,-28.670279809132083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.11193645703184961, 'e': 0.18112695312597024}",20,11,5.6593009026666765,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.11081709246153111, 'e': 0.17931568359471053}",25,11,28.15604123317135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
